,NDB_No,Shrt_Desc,nutri_values,nutri_scores,nutri_scores_uri
0,http://idea.rpi.edu/heals/kb/usda#01001,"BUTTER,WITH SALT",25,e,https://w3id.org/um/ken4256/nutriscore/e
1,http://idea.rpi.edu/heals/kb/usda#01002,"BUTTER,WHIPPED,WITH SALT",25,e,https://w3id.org/um/ken4256/nutriscore/e
2,http://idea.rpi.edu/heals/kb/usda#01003,"BUTTER OIL,ANHYDROUS",20,e,https://w3id.org/um/ken4256/nutriscore/e
3,http://idea.rpi.edu/heals/kb/usda#01004,"CHEESE,BLUE",19,e,https://w3id.org/um/ken4256/nutriscore/e
4,http://idea.rpi.edu/heals/kb/usda#01005,"CHEESE,BRICK",15,d,https://w3id.org/um/ken4256/nutriscore/d
5,http://idea.rpi.edu/heals/kb/usda#01006,"CHEESE,BRIE",15,d,https://w3id.org/um/ken4256/nutriscore/d
6,http://idea.rpi.edu/heals/kb/usda#01007,"CHEESE,CAMEMBERT",17,d,https://w3id.org/um/ken4256/nutriscore/d
7,http://idea.rpi.edu/heals/kb/usda#01008,"CHEESE,CARAWAY",16,d,https://w3id.org/um/ken4256/nutriscore/d
8,http://idea.rpi.edu/heals/kb/usda#01009,"CHEESE,CHEDDAR",17,d,https://w3id.org/um/ken4256/nutriscore/d
9,http://idea.rpi.edu/heals/kb/usda#01010,"CHEESE,CHESHIRE",16,d,https://w3id.org/um/ken4256/nutriscore/d
10,http://idea.rpi.edu/heals/kb/usda#01011,"CHEESE,COLBY",15,d,https://w3id.org/um/ken4256/nutriscore/d
11,http://idea.rpi.edu/heals/kb/usda#01012,"CHEESE,COTTAGE,CRMD,LRG OR SML CURD",1,b,https://w3id.org/um/ken4256/nutriscore/b
12,http://idea.rpi.edu/heals/kb/usda#01013,"CHEESE,COTTAGE,CRMD,W/FRUIT",1,b,https://w3id.org/um/ken4256/nutriscore/b
13,http://idea.rpi.edu/heals/kb/usda#01014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",-1,a,https://w3id.org/um/ken4256/nutriscore/a
14,http://idea.rpi.edu/heals/kb/usda#01015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",0,b,https://w3id.org/um/ken4256/nutriscore/b
15,http://idea.rpi.edu/heals/kb/usda#01016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",-1,a,https://w3id.org/um/ken4256/nutriscore/a
16,http://idea.rpi.edu/heals/kb/usda#01017,"CHEESE,CREAM",15,d,https://w3id.org/um/ken4256/nutriscore/d
17,http://idea.rpi.edu/heals/kb/usda#01018,"CHEESE,EDAM",18,d,https://w3id.org/um/ken4256/nutriscore/d
18,http://idea.rpi.edu/heals/kb/usda#01019,"CHEESE,FETA",18,d,https://w3id.org/um/ken4256/nutriscore/d
19,http://idea.rpi.edu/heals/kb/usda#01020,"CHEESE,FONTINA",17,d,https://w3id.org/um/ken4256/nutriscore/d
20,http://idea.rpi.edu/heals/kb/usda#01021,"CHEESE,GJETOST",16,d,https://w3id.org/um/ken4256/nutriscore/d
21,http://idea.rpi.edu/heals/kb/usda#01022,"CHEESE,GOUDA",18,d,https://w3id.org/um/ken4256/nutriscore/d
22,http://idea.rpi.edu/heals/kb/usda#01023,"CHEESE,GRUYERE",17,d,https://w3id.org/um/ken4256/nutriscore/d
23,http://idea.rpi.edu/heals/kb/usda#01024,"CHEESE,LIMBURGER",17,d,https://w3id.org/um/ken4256/nutriscore/d
24,http://idea.rpi.edu/heals/kb/usda#01025,"CHEESE,MONTEREY",15,d,https://w3id.org/um/ken4256/nutriscore/d
25,http://idea.rpi.edu/heals/kb/usda#01026,"CHEESE,MOZZARELLA,WHL MILK",14,d,https://w3id.org/um/ken4256/nutriscore/d
26,http://idea.rpi.edu/heals/kb/usda#01027,"CHEESE,MOZZARELLA,WHL MILK,LO MOIST",15,d,https://w3id.org/um/ken4256/nutriscore/d
27,http://idea.rpi.edu/heals/kb/usda#01028,"CHEESE,MOZZARELLA,PART SKIM MILK",14,d,https://w3id.org/um/ken4256/nutriscore/d
28,http://idea.rpi.edu/heals/kb/usda#01029,"CHEESE,MOZZARELLA,LO MOIST,PART-SKIM",15,d,https://w3id.org/um/ken4256/nutriscore/d
29,http://idea.rpi.edu/heals/kb/usda#01030,"CHEESE,MUENSTER",15,d,https://w3id.org/um/ken4256/nutriscore/d
30,http://idea.rpi.edu/heals/kb/usda#01031,"CHEESE,NEUFCHATEL",11,d,https://w3id.org/um/ken4256/nutriscore/d
31,http://idea.rpi.edu/heals/kb/usda#01032,"CHEESE,PARMESAN,GRATED",20,e,https://w3id.org/um/ken4256/nutriscore/e
32,http://idea.rpi.edu/heals/kb/usda#01033,"CHEESE,PARMESAN,HARD",19,e,https://w3id.org/um/ken4256/nutriscore/e
33,http://idea.rpi.edu/heals/kb/usda#01034,"CHEESE,PORT DE SALUT",14,d,https://w3id.org/um/ken4256/nutriscore/d
34,http://idea.rpi.edu/heals/kb/usda#01035,"CHEESE,PROVOLONE",18,d,https://w3id.org/um/ken4256/nutriscore/d
35,http://idea.rpi.edu/heals/kb/usda#01036,"CHEESE,RICOTTA,WHOLE MILK",5,c,https://w3id.org/um/ken4256/nutriscore/c
36,http://idea.rpi.edu/heals/kb/usda#01037,"CHEESE,RICOTTA,PART SKIM MILK",1,b,https://w3id.org/um/ken4256/nutriscore/b
37,http://idea.rpi.edu/heals/kb/usda#01038,"CHEESE,ROMANO",19,e,https://w3id.org/um/ken4256/nutriscore/e
38,http://idea.rpi.edu/heals/kb/usda#01039,"CHEESE,ROQUEFORT",19,e,https://w3id.org/um/ken4256/nutriscore/e
39,http://idea.rpi.edu/heals/kb/usda#01040,"CHEESE,SWISS",9,c,https://w3id.org/um/ken4256/nutriscore/c
40,http://idea.rpi.edu/heals/kb/usda#01041,"CHEESE,TILSIT",17,d,https://w3id.org/um/ken4256/nutriscore/d
41,http://idea.rpi.edu/heals/kb/usda#01042,"CHEESE,PAST PROCESS,AMERICAN,FORT W/ VITAMIN D",19,e,https://w3id.org/um/ken4256/nutriscore/e
42,http://idea.rpi.edu/heals/kb/usda#01043,"CHEESE,PAST PROCESS,PIMENTO",19,e,https://w3id.org/um/ken4256/nutriscore/e
43,http://idea.rpi.edu/heals/kb/usda#01044,"CHEESE,PAST PROCESS,SWISS",19,e,https://w3id.org/um/ken4256/nutriscore/e
44,http://idea.rpi.edu/heals/kb/usda#01045,"CHEESE FD,COLD PK,AMERICAN",19,e,https://w3id.org/um/ken4256/nutriscore/e
45,http://idea.rpi.edu/heals/kb/usda#01046,"CHEESE FD,PAST PROCESS,AMERICAN,VITAMIN D FORT",20,e,https://w3id.org/um/ken4256/nutriscore/e
46,http://idea.rpi.edu/heals/kb/usda#01047,"CHEESE FD,PAST PROCESS,SWISS",19,e,https://w3id.org/um/ken4256/nutriscore/e
47,http://idea.rpi.edu/heals/kb/usda#01048,"CHEESE SPRD,PAST PROCESS,AMERICAN",19,e,https://w3id.org/um/ken4256/nutriscore/e
48,http://idea.rpi.edu/heals/kb/usda#01049,"CREAM,FLUID,HALF AND HALF",7,c,https://w3id.org/um/ken4256/nutriscore/c
49,http://idea.rpi.edu/heals/kb/usda#01050,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",11,d,https://w3id.org/um/ken4256/nutriscore/d
50,http://idea.rpi.edu/heals/kb/usda#01052,"CREAM,FLUID,LT WHIPPING",12,d,https://w3id.org/um/ken4256/nutriscore/d
51,http://idea.rpi.edu/heals/kb/usda#01053,"CREAM,FLUID,HVY WHIPPING",13,d,https://w3id.org/um/ken4256/nutriscore/d
52,http://idea.rpi.edu/heals/kb/usda#01054,"CREAM,WHIPPED,CRM TOPPING,PRESSURIZED",13,d,https://w3id.org/um/ken4256/nutriscore/d
53,http://idea.rpi.edu/heals/kb/usda#01055,"CREAM,SOUR,RED FAT,CULTURED",7,c,https://w3id.org/um/ken4256/nutriscore/c
54,http://idea.rpi.edu/heals/kb/usda#01056,"CREAM,SOUR,CULTURED",11,d,https://w3id.org/um/ken4256/nutriscore/d
55,http://idea.rpi.edu/heals/kb/usda#01057,EGGNOG,2,b,https://w3id.org/um/ken4256/nutriscore/b
56,http://idea.rpi.edu/heals/kb/usda#01058,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",11,d,https://w3id.org/um/ken4256/nutriscore/d
57,http://idea.rpi.edu/heals/kb/usda#01059,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",-2,a,https://w3id.org/um/ken4256/nutriscore/a
58,http://idea.rpi.edu/heals/kb/usda#01060,"MILK,FILLED,FLUID,W/LAURIC ACID OIL",2,b,https://w3id.org/um/ken4256/nutriscore/b
59,http://idea.rpi.edu/heals/kb/usda#01061,"CHEESE,AMERICAN,NONFAT OR FAT FREE",7,c,https://w3id.org/um/ken4256/nutriscore/c
60,http://idea.rpi.edu/heals/kb/usda#01067,"CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT",4,c,https://w3id.org/um/ken4256/nutriscore/c
61,http://idea.rpi.edu/heals/kb/usda#01068,"CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE",10,c,https://w3id.org/um/ken4256/nutriscore/c
62,http://idea.rpi.edu/heals/kb/usda#01069,"CREAM SUBSTITUTE,POWDERED",25,e,https://w3id.org/um/ken4256/nutriscore/e
63,http://idea.rpi.edu/heals/kb/usda#01070,"DESSERT TOPPING,POWDERED",25,e,https://w3id.org/um/ken4256/nutriscore/e
64,http://idea.rpi.edu/heals/kb/usda#01071,"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",13,d,https://w3id.org/um/ken4256/nutriscore/d
65,http://idea.rpi.edu/heals/kb/usda#01072,"DESSERT TOPPING,PRESSURIZED",16,d,https://w3id.org/um/ken4256/nutriscore/d
66,http://idea.rpi.edu/heals/kb/usda#01073,"DESSERT TOPPING,SEMI SOLID,FRZ",18,d,https://w3id.org/um/ken4256/nutriscore/d
67,http://idea.rpi.edu/heals/kb/usda#01074,"SOUR CRM,IMITN,CULTURED",13,d,https://w3id.org/um/ken4256/nutriscore/d
68,http://idea.rpi.edu/heals/kb/usda#01076,"MILK SUBSTITUTES,FLUID,W/LAURIC ACID OIL",2,b,https://w3id.org/um/ken4256/nutriscore/b
69,http://idea.rpi.edu/heals/kb/usda#01077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",1,b,https://w3id.org/um/ken4256/nutriscore/b
70,http://idea.rpi.edu/heals/kb/usda#01078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",0,b,https://w3id.org/um/ken4256/nutriscore/b
71,http://idea.rpi.edu/heals/kb/usda#01079,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",0,b,https://w3id.org/um/ken4256/nutriscore/b
72,http://idea.rpi.edu/heals/kb/usda#01080,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",-1,a,https://w3id.org/um/ken4256/nutriscore/a
73,http://idea.rpi.edu/heals/kb/usda#01081,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",0,b,https://w3id.org/um/ken4256/nutriscore/b
74,http://idea.rpi.edu/heals/kb/usda#01082,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",-1,a,https://w3id.org/um/ken4256/nutriscore/a
75,http://idea.rpi.edu/heals/kb/usda#01083,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",-2,a,https://w3id.org/um/ken4256/nutriscore/a
76,http://idea.rpi.edu/heals/kb/usda#01084,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",-2,a,https://w3id.org/um/ken4256/nutriscore/a
77,http://idea.rpi.edu/heals/kb/usda#01085,"MILK,NONFAT,FLUID,W/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",-1,a,https://w3id.org/um/ken4256/nutriscore/a
78,http://idea.rpi.edu/heals/kb/usda#01086,"MILK,NONFAT,FLUID,W/ ADDED NONFAT MILK SOL,VIT A & VIT D",-1,a,https://w3id.org/um/ken4256/nutriscore/a
79,http://idea.rpi.edu/heals/kb/usda#01087,"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",-2,a,https://w3id.org/um/ken4256/nutriscore/a
80,http://idea.rpi.edu/heals/kb/usda#01088,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",1,b,https://w3id.org/um/ken4256/nutriscore/b
81,http://idea.rpi.edu/heals/kb/usda#01089,"MILK,LO NA,FLUID",1,b,https://w3id.org/um/ken4256/nutriscore/b
82,http://idea.rpi.edu/heals/kb/usda#01090,"MILK,DRY,WHL,W/ ADDED VITAMIN D",23,e,https://w3id.org/um/ken4256/nutriscore/e
83,http://idea.rpi.edu/heals/kb/usda#01091,"MILK,DRY,NONFAT,REG,WO/ ADDED VIT A & VITAMIN D",14,d,https://w3id.org/um/ken4256/nutriscore/d
84,http://idea.rpi.edu/heals/kb/usda#01092,"MILK,DRY,NONFAT,INST,W/ ADDED VIT A & VITAMIN D",15,d,https://w3id.org/um/ken4256/nutriscore/d
85,http://idea.rpi.edu/heals/kb/usda#01093,"MILK,DRY,NONFAT,CA RED",9,c,https://w3id.org/um/ken4256/nutriscore/c
86,http://idea.rpi.edu/heals/kb/usda#01094,"MILK,BUTTERMILK,DRIED",17,d,https://w3id.org/um/ken4256/nutriscore/d
87,http://idea.rpi.edu/heals/kb/usda#01095,"MILK,CND,COND,SWTND",16,d,https://w3id.org/um/ken4256/nutriscore/d
88,http://idea.rpi.edu/heals/kb/usda#01096,"MILK,CND,EVAP,W/ ADDED VITAMIN D & WO/ ADDED VIT A",4,c,https://w3id.org/um/ken4256/nutriscore/c
89,http://idea.rpi.edu/heals/kb/usda#01097,"MILK,CND,EVAP,NONFAT,W/ ADDED VIT A & VITAMIN D",-1,a,https://w3id.org/um/ken4256/nutriscore/a
90,http://idea.rpi.edu/heals/kb/usda#01102,"MILK,CHOC,FLUID,COMM,WHL,W/ ADDED VIT A & VITAMIN D",4,c,https://w3id.org/um/ken4256/nutriscore/c
91,http://idea.rpi.edu/heals/kb/usda#01103,"MILK,CHOC,FLUID,COMM,RED FAT",2,b,https://w3id.org/um/ken4256/nutriscore/b
92,http://idea.rpi.edu/heals/kb/usda#01104,"MILK,CHOC,FLUID,COMM,LOWFAT,W/ ADDED VIT A & VITAMIN D",0,b,https://w3id.org/um/ken4256/nutriscore/b
93,http://idea.rpi.edu/heals/kb/usda#01105,"MILK,CHOC BEV,HOT COCOA,HOMEMADE",0,b,https://w3id.org/um/ken4256/nutriscore/b
94,http://idea.rpi.edu/heals/kb/usda#01106,"MILK,GOAT,FLUID,W/ ADDED VITAMIN D",0,b,https://w3id.org/um/ken4256/nutriscore/b
95,http://idea.rpi.edu/heals/kb/usda#01107,"MILK,HUMAN,MATURE,FLUID",3,c,https://w3id.org/um/ken4256/nutriscore/c
96,http://idea.rpi.edu/heals/kb/usda#01108,"MILK,INDIAN BUFFALO,FLUID",3,c,https://w3id.org/um/ken4256/nutriscore/c
97,http://idea.rpi.edu/heals/kb/usda#01109,"MILK,SHEEP,FLUID",2,b,https://w3id.org/um/ken4256/nutriscore/b
98,http://idea.rpi.edu/heals/kb/usda#01110,"MILK SHAKES,THICK CHOC",6,c,https://w3id.org/um/ken4256/nutriscore/c
99,http://idea.rpi.edu/heals/kb/usda#01111,"MILK SHAKES,THICK VANILLA",4,c,https://w3id.org/um/ken4256/nutriscore/c
100,http://idea.rpi.edu/heals/kb/usda#01112,"WHEY,ACID,FLUID",1,b,https://w3id.org/um/ken4256/nutriscore/b
101,http://idea.rpi.edu/heals/kb/usda#01113,"WHEY,ACID,DRIED",19,e,https://w3id.org/um/ken4256/nutriscore/e
102,http://idea.rpi.edu/heals/kb/usda#01114,"WHEY,SWEET,FLUID",1,b,https://w3id.org/um/ken4256/nutriscore/b
103,http://idea.rpi.edu/heals/kb/usda#01115,"WHEY,SWEET,DRIED",19,e,https://w3id.org/um/ken4256/nutriscore/e
104,http://idea.rpi.edu/heals/kb/usda#01116,"YOGURT,PLN,WHL MILK,8 GRAMS PROT PER 8 OZ",1,b,https://w3id.org/um/ken4256/nutriscore/b
105,http://idea.rpi.edu/heals/kb/usda#01117,"YOGURT,PLN,LOFAT,12 GRAMS PROT PER 8 OZ",-2,a,https://w3id.org/um/ken4256/nutriscore/a
106,http://idea.rpi.edu/heals/kb/usda#01118,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",-2,a,https://w3id.org/um/ken4256/nutriscore/a
107,http://idea.rpi.edu/heals/kb/usda#01119,"YOGURT,VANILLA,LOFAT,11 GRAMS PROT PER 8 OZ",1,b,https://w3id.org/um/ken4256/nutriscore/b
108,http://idea.rpi.edu/heals/kb/usda#01120,"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ",3,c,https://w3id.org/um/ken4256/nutriscore/c
109,http://idea.rpi.edu/heals/kb/usda#01121,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",3,c,https://w3id.org/um/ken4256/nutriscore/c
110,http://idea.rpi.edu/heals/kb/usda#01122,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",-2,a,https://w3id.org/um/ken4256/nutriscore/a
111,http://idea.rpi.edu/heals/kb/usda#01123,"EGG,WHL,RAW,FRSH",0,b,https://w3id.org/um/ken4256/nutriscore/b
112,http://idea.rpi.edu/heals/kb/usda#01124,"EGG,WHITE,RAW,FRESH",-4,a,https://w3id.org/um/ken4256/nutriscore/a
113,http://idea.rpi.edu/heals/kb/usda#01125,"EGG,YOLK,RAW,FRSH",8,c,https://w3id.org/um/ken4256/nutriscore/c
114,http://idea.rpi.edu/heals/kb/usda#01126,"EGG,YOLK,RAW,FRZ,PAST",5,c,https://w3id.org/um/ken4256/nutriscore/c
115,http://idea.rpi.edu/heals/kb/usda#01127,"EGG,YOLK,RAW,FRZ,SUGARED,PAST",7,c,https://w3id.org/um/ken4256/nutriscore/c
116,http://idea.rpi.edu/heals/kb/usda#01128,"EGG,WHL,CKD,FRIED",3,c,https://w3id.org/um/ken4256/nutriscore/c
117,http://idea.rpi.edu/heals/kb/usda#01129,"EGG,WHL,CKD,HARD-BOILED",0,b,https://w3id.org/um/ken4256/nutriscore/b
118,http://idea.rpi.edu/heals/kb/usda#01130,"EGG,WHOLE,COOKED,OMELET",0,b,https://w3id.org/um/ken4256/nutriscore/b
119,http://idea.rpi.edu/heals/kb/usda#01131,"EGG,WHL,CKD,POACHED",2,b,https://w3id.org/um/ken4256/nutriscore/b
120,http://idea.rpi.edu/heals/kb/usda#01132,"EGG,WHL,CKD,SCRMBLD",0,b,https://w3id.org/um/ken4256/nutriscore/b
121,http://idea.rpi.edu/heals/kb/usda#01133,"EGG,WHOLE,DRIED",17,d,https://w3id.org/um/ken4256/nutriscore/d
122,http://idea.rpi.edu/heals/kb/usda#01134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",18,d,https://w3id.org/um/ken4256/nutriscore/d
123,http://idea.rpi.edu/heals/kb/usda#01135,"EGG,WHITE,DRIED,FLAKES,STABILIZED,GLUCOSE RED",9,c,https://w3id.org/um/ken4256/nutriscore/c
124,http://idea.rpi.edu/heals/kb/usda#01136,"EGG,WHITE,DRIED,PDR,STABILIZED,GLUCOSE RED",9,c,https://w3id.org/um/ken4256/nutriscore/c
125,http://idea.rpi.edu/heals/kb/usda#01137,"EGG,YOLK,DRIED",14,d,https://w3id.org/um/ken4256/nutriscore/d
126,http://idea.rpi.edu/heals/kb/usda#01138,"EGG,DUCK,WHOLE,FRESH,RAW",1,b,https://w3id.org/um/ken4256/nutriscore/b
127,http://idea.rpi.edu/heals/kb/usda#01139,"EGG,GOOSE,WHOLE,FRESH,RAW",1,b,https://w3id.org/um/ken4256/nutriscore/b
128,http://idea.rpi.edu/heals/kb/usda#01140,"EGG,QUAIL,WHOLE,FRESH,RAW",0,b,https://w3id.org/um/ken4256/nutriscore/b
129,http://idea.rpi.edu/heals/kb/usda#01141,"EGG,TURKEY,WHL,FRSH,RAW",1,b,https://w3id.org/um/ken4256/nutriscore/b
130,http://idea.rpi.edu/heals/kb/usda#01144,"EGG SUBSTITUTE,POWDER",15,d,https://w3id.org/um/ken4256/nutriscore/d
131,http://idea.rpi.edu/heals/kb/usda#01145,"BUTTER,WITHOUT SALT",18,d,https://w3id.org/um/ken4256/nutriscore/d
132,http://idea.rpi.edu/heals/kb/usda#01146,"CHEESE,PARMESAN,SHREDDED",20,e,https://w3id.org/um/ken4256/nutriscore/e
133,http://idea.rpi.edu/heals/kb/usda#01151,"MILK,NONFAT,FLUID,WO/ ADDED VIT A & VIT D (FAT FREE OR SKIM)",-1,a,https://w3id.org/um/ken4256/nutriscore/a
134,http://idea.rpi.edu/heals/kb/usda#01152,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",-1,a,https://w3id.org/um/ken4256/nutriscore/a
135,http://idea.rpi.edu/heals/kb/usda#01153,"MILK,CND,EVAP,W/ VIT A",2,b,https://w3id.org/um/ken4256/nutriscore/b
136,http://idea.rpi.edu/heals/kb/usda#01154,"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",14,d,https://w3id.org/um/ken4256/nutriscore/d
137,http://idea.rpi.edu/heals/kb/usda#01155,"MILK,DRY,NONFAT,INST,WO/ ADDED VIT A & VITAMIN D",15,d,https://w3id.org/um/ken4256/nutriscore/d
138,http://idea.rpi.edu/heals/kb/usda#01156,"CHEESE,GOAT,HARD TYPE",14,d,https://w3id.org/um/ken4256/nutriscore/d
139,http://idea.rpi.edu/heals/kb/usda#01157,"CHEESE,GOAT,SEMISOFT TYPE",13,d,https://w3id.org/um/ken4256/nutriscore/d
140,http://idea.rpi.edu/heals/kb/usda#01159,"CHEESE,GOAT,SOFT TYPE",13,d,https://w3id.org/um/ken4256/nutriscore/d
141,http://idea.rpi.edu/heals/kb/usda#01160,"EGG,YOLK,RAW,FRZ,SALTED,PAST",15,d,https://w3id.org/um/ken4256/nutriscore/d
142,http://idea.rpi.edu/heals/kb/usda#01161,"CHEESE SUB,MOZZARELLA",13,d,https://w3id.org/um/ken4256/nutriscore/d
143,http://idea.rpi.edu/heals/kb/usda#01164,"CHEESE SAU,PREP FROM RECIPE",10,c,https://w3id.org/um/ken4256/nutriscore/c
144,http://idea.rpi.edu/heals/kb/usda#01165,"CHEESE,MEXICAN,QUESO ANEJO",20,e,https://w3id.org/um/ken4256/nutriscore/e
145,http://idea.rpi.edu/heals/kb/usda#01166,"CHEESE,MEXICAN,QUESO ASADERO",16,d,https://w3id.org/um/ken4256/nutriscore/d
146,http://idea.rpi.edu/heals/kb/usda#01167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",16,d,https://w3id.org/um/ken4256/nutriscore/d
147,http://idea.rpi.edu/heals/kb/usda#01168,"CHEESE,LOFAT,CHEDDAR OR COLBY",10,c,https://w3id.org/um/ken4256/nutriscore/c
148,http://idea.rpi.edu/heals/kb/usda#01169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",9,c,https://w3id.org/um/ken4256/nutriscore/c
149,http://idea.rpi.edu/heals/kb/usda#01171,"EGG,WHL,RAW,FRZ,PAST",0,b,https://w3id.org/um/ken4256/nutriscore/b
150,http://idea.rpi.edu/heals/kb/usda#01172,"EGG,WHITE,RAW,FRZ,PAST",-4,a,https://w3id.org/um/ken4256/nutriscore/a
151,http://idea.rpi.edu/heals/kb/usda#01173,"EGG,WHITE,DRIED",10,c,https://w3id.org/um/ken4256/nutriscore/c
152,http://idea.rpi.edu/heals/kb/usda#01174,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",0,b,https://w3id.org/um/ken4256/nutriscore/b
153,http://idea.rpi.edu/heals/kb/usda#01175,"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",-1,a,https://w3id.org/um/ken4256/nutriscore/a
154,http://idea.rpi.edu/heals/kb/usda#01178,"SOUR CREAM,REDUCED FAT",6,c,https://w3id.org/um/ken4256/nutriscore/c
155,http://idea.rpi.edu/heals/kb/usda#01179,"SOUR CREAM,LIGHT",5,c,https://w3id.org/um/ken4256/nutriscore/c
156,http://idea.rpi.edu/heals/kb/usda#01180,"SOUR CREAM,FAT FREE",0,b,https://w3id.org/um/ken4256/nutriscore/b
157,http://idea.rpi.edu/heals/kb/usda#01182,"USDA COMMODITY,CHS,CHEDDAR,RED FAT",16,d,https://w3id.org/um/ken4256/nutriscore/d
158,http://idea.rpi.edu/heals/kb/usda#01184,"YOGURT,VAN OR LEM FLAV,NONFAT MILK,SWTND W/LOW-CALORIE SWTNR",-1,a,https://w3id.org/um/ken4256/nutriscore/a
159,http://idea.rpi.edu/heals/kb/usda#01185,"PARMESAN CHS TOPPING,FAT FREE",12,d,https://w3id.org/um/ken4256/nutriscore/d
160,http://idea.rpi.edu/heals/kb/usda#01186,"CHEESE,CREAM,FAT FREE",4,c,https://w3id.org/um/ken4256/nutriscore/c
161,http://idea.rpi.edu/heals/kb/usda#01187,"YOGURT,CHOC,NONFAT MILK",2,b,https://w3id.org/um/ken4256/nutriscore/b
162,http://idea.rpi.edu/heals/kb/usda#01188,KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU,19,e,https://w3id.org/um/ken4256/nutriscore/e
163,http://idea.rpi.edu/heals/kb/usda#01189,KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT,14,d,https://w3id.org/um/ken4256/nutriscore/d
164,http://idea.rpi.edu/heals/kb/usda#01190,KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT,7,c,https://w3id.org/um/ken4256/nutriscore/c
165,http://idea.rpi.edu/heals/kb/usda#01191,KRAFT VELVEETA PAST PROCESS CHS SPRD,19,e,https://w3id.org/um/ken4256/nutriscore/e
166,http://idea.rpi.edu/heals/kb/usda#01192,KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT,15,d,https://w3id.org/um/ken4256/nutriscore/d
167,http://idea.rpi.edu/heals/kb/usda#01193,KRAFT BREAKSTONE'S RED FAT SOUR CRM,7,c,https://w3id.org/um/ken4256/nutriscore/c
168,http://idea.rpi.edu/heals/kb/usda#01194,KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM,0,b,https://w3id.org/um/ken4256/nutriscore/b
169,http://idea.rpi.edu/heals/kb/usda#01199,"CREAM,HALF & HALF,FAT FREE",1,b,https://w3id.org/um/ken4256/nutriscore/b
170,http://idea.rpi.edu/heals/kb/usda#01200,REDDI WIP FAT FREE WHIPPED TOPPING,5,c,https://w3id.org/um/ken4256/nutriscore/c
171,http://idea.rpi.edu/heals/kb/usda#01202,"MILK,CHOC,FLUID,COMM,RED FAT,W/ ADDED CA",2,b,https://w3id.org/um/ken4256/nutriscore/b
172,http://idea.rpi.edu/heals/kb/usda#01203,"YOGURT,FRUIT,LOFAT,W/LO CAL SWEETENER",-2,a,https://w3id.org/um/ken4256/nutriscore/a
173,http://idea.rpi.edu/heals/kb/usda#01204,"CHEESE,PARMESAN,DRY GRATED,RED FAT",18,d,https://w3id.org/um/ken4256/nutriscore/d
174,http://idea.rpi.edu/heals/kb/usda#01205,"CREAM SUB,FLAV,LIQ",11,d,https://w3id.org/um/ken4256/nutriscore/d
175,http://idea.rpi.edu/heals/kb/usda#01206,"CREAM SUB,FLAV,PDR",26,e,https://w3id.org/um/ken4256/nutriscore/e
