,Food label,Substitution label
4,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD"
5,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW","BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,SEL,RAW"
1,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD"
3,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD","BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD"
0,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW","BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW"
1,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW","BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD"
8,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD","BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,SEL,RAW"
9,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD","BEEF,RIBEYE PETITE ROAST/FILET,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
2,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BEEF,RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRSD"
5,"BEEF,RND,BTTM RND,RST,LN & FAT,1/8"" FAT,SEL,CKD,RSTD","BEEF,LOIN,TOP SIRLON PETITE RST/FILET,BNLS,LN,0"" FAT,SEL,RAW"
6,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"
9,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW"
2,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILLD","BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW"
9,"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRILLD","BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW"
6,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD"
9,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW"
1,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD"
8,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW","BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW"
7,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,NZ,IMP,TENDERLOIN,LN & FAT,RAW"
9,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD","BEEF,RND,BTTM RND,STEAK,LN,1/8"" FAT,SEL,CKD,BRSD"
6,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,RND,EYE OF RND,RST,LN,1/8"" FAT,CHOIC,CKD,RSTD"
7,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,CHOIC,CKD,RSTD","BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"
1,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD","BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED"
4,"BEEF,TENDERLOIN,RST,LN & FAT,1/8"" FAT,PRIME,CKD,RSTD","BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW"
3,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,PAN-FRIED","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW"
9,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,CKD,PAN-FRIED","BEEF,RIBEYE CAP STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
3,"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,SEL,CKD,BRLD","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD"
4,"BEEF,CHUCK,TOP BLADE,LN,0"" FAT,SEL,CKD,BRLD","BEEF,RND,TOP RND STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW"
2,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,SEL,RAW"
8,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW","BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD"
3,"ALCOHOLIC BEV,WINE,DSSRT,SWT","FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O"
6,"ALCOHOLIC BEV,WINE,DSSRT,SWT","ALCOHOLIC BEV,WINE,TABLE,RED,SANGIOVESE"
0,"ANCHOVY,EUROPEAN,RAW","BLUEFISH,RAW"
8,"ANCHOVY,EUROPEAN,RAW","WHITING,MIXED SPECIES,RAW"
3,"BASS,FRSH H2O,MXD SP,RAW","SALMON,CHUM,RAW"
5,"BASS,FRSH H2O,MXD SP,RAW","SHEEPSHEAD,RAW"
3,"BLUEFISH,RAW","PIKE,NORTHERN,RAW"
7,"BLUEFISH,RAW","WHITEFISH,MXD SP,RAW"
0,"BURBOT,RAW","CARP,RAW"
3,"BURBOT,RAW","BASS,FRSH H2O,MXD SP,RAW"
0,"BUTTERFISH,RAW","BLUEFISH,RAW"
6,"BUTTERFISH,RAW","WHITEFISH,MXD SP,RAW"
0,"CARP,RAW","BURBOT,RAW"
4,"CARP,RAW","BASS,FRSH H2O,MXD SP,RAW"
0,"CATFISH,CHANNEL,WILD,RAW","GROUPER,MIXED SPECIES,RAW"
7,"CATFISH,CHANNEL,WILD,RAW","LINGCOD,RAW"
0,"CAVIAR,BLACK&RED,GRANULAR","BURBOT,RAW"
3,"CAVIAR,BLACK&RED,GRANULAR","CARP,RAW"
1,"CISCO,SMOKED","TUNA,LT,CND IN OIL,WO/SALT,DRND SOL"
4,"CISCO,SMOKED","OYSTER,EASTERN,WILD,CKD,DRY HEAT"
4,"COD,PACIFIC,RAW","ROUGHY,ORANGE,RAW"
5,"COD,PACIFIC,RAW","SNAPPER,MIXED SPECIES,RAW"
0,"CROAKER,ATLANTIC,RAW","YELLOWTAIL,MXD SP,RAW"
1,"CROAKER,ATLANTIC,RAW","SUCKER,WHITE,RAW"
0,"CUSK,RAW","SALMON,CHUM,RAW"
8,"CUSK,RAW","BASS,FRSH H2O,MXD SP,RAW"
4,"DOLPHINFISH,RAW","SALMON,CHUM,RAW"
6,"DOLPHINFISH,RAW","CUSK,RAW"
0,"DRUM,FRESHWATER,RAW","SALMON,COHO,WILD,RAW"
5,"DRUM,FRESHWATER,RAW","CUSK,RAW"
2,"EEL,MIXED SPECIES,RAW","HALIBUT,GREENLAND,RAW"
3,"EEL,MIXED SPECIES,RAW","CUSK,RAW"
1,"FLATFISH (FLOUNDER&SOLE SP),RAW","BASS,FRSH H2O,MXD SP,RAW"
4,"FLATFISH (FLOUNDER&SOLE SP),RAW","CUSK,RAW"
0,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT","DOLPHINFISH,RAW"
5,"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT","CUSK,RAW"
0,"GROUPER,MIXED SPECIES,RAW","CATFISH,CHANNEL,WILD,RAW"
4,"GROUPER,MIXED SPECIES,RAW","LINGCOD,RAW"
0,"HALIBUT,GREENLAND,RAW","FLATFISH (FLOUNDER&SOLE SP),RAW"
1,"HALIBUT,GREENLAND,RAW","BASS,FRSH H2O,MXD SP,RAW"
0,"HERRING,PACIFIC,RAW","MONKFISH,RAW"
3,"HERRING,PACIFIC,RAW","ROCKFISH,PACIFIC,MXD SP,RAW"
1,"LING,RAW","MONKFISH,RAW"
5,"LING,RAW","ROCKFISH,PACIFIC,MXD SP,RAW"
0,"MACKEREL,ATLANTIC,RAW","SALMON,CHUM,RAW"
4,"MACKEREL,ATLANTIC,RAW","CUSK,RAW"
3,"MACKEREL,KING,RAW","MILKFISH,RAW"
5,"MACKEREL,KING,RAW","WHITING,MIXED SPECIES,RAW"
0,"MACKEREL,PACIFIC&JACK,MXD SP,RAW","ROCKFISH,PACIFIC,MXD SP,RAW"
1,"MACKEREL,PACIFIC&JACK,MXD SP,RAW","MONKFISH,RAW"
0,"MACKEREL,SPANISH,RAW","MILKFISH,RAW"
1,"MACKEREL,SPANISH,RAW","WHITING,MIXED SPECIES,RAW"
0,"MILKFISH,RAW","CARP,RAW"
3,"MILKFISH,RAW","BURBOT,RAW"
0,"MULLET,STRIPED,RAW","SHARK,MIXED SPECIES,RAW"
2,"MULLET,STRIPED,RAW","SUNFISH,PUMPKIN SEED,RAW"
0,"OCEAN PERCH,ATLANTIC,RAW","BLUEFISH,RAW"
1,"OCEAN PERCH,ATLANTIC,RAW","PIKE,NORTHERN,RAW"
0,"PERCH,MIXED SPECIES,RAW","POUT,OCEAN,RAW"
2,"PERCH,MIXED SPECIES,RAW","PIKE,NORTHERN,RAW"
0,"POLLOCK,ATLANTIC,RAW","LINGCOD,RAW"
7,"POLLOCK,ATLANTIC,RAW","BASS,STRIPED,RAW"
2,"FISH,POLLOCK,ALASKA,RAW","DOLPHINFISH,RAW"
5,"FISH,POLLOCK,ALASKA,RAW","CUSK,RAW"
0,"POMPANO,FLORIDA,RAW","MACKEREL,ATLANTIC,RAW"
2,"POMPANO,FLORIDA,RAW","SALMON,CHUM,RAW"
1,"ROCKFISH,PACIFIC,MXD SP,RAW","PERCH,MIXED SPECIES,RAW"
4,"ROCKFISH,PACIFIC,MXD SP,RAW","MONKFISH,RAW"
0,"SABLEFISH,RAW","CARP,RAW"
4,"SABLEFISH,RAW","WHITING,MIXED SPECIES,RAW"
1,"SALMON,CHUM,RAW","CUSK,RAW"
3,"SALMON,CHUM,RAW","BASS,FRSH H2O,MXD SP,RAW"
0,"SALMON,COHO,WILD,RAW","DRUM,FRESHWATER,RAW"
3,"SALMON,COHO,WILD,RAW","CUSK,RAW"
0,"SALMON,SOCKEYE,RAW","MONKFISH,RAW"
2,"SALMON,SOCKEYE,RAW","ROCKFISH,PACIFIC,MXD SP,RAW"
1,"SEA BASS,MXD SP,RAW","SUNFISH,PUMPKIN SEED,RAW"
3,"SEA BASS,MXD SP,RAW","TILEFISH,RAW"
0,"SEATROUT,MXD SP,RAW","STURGEON,MXD SP,RAW"
1,"SEATROUT,MXD SP,RAW","TILEFISH,COOKED,DRY HEAT"
3,"SHARK,MIXED SPECIES,RAW","SUNFISH,PUMPKIN SEED,RAW"
7,"SHARK,MIXED SPECIES,RAW","STURGEON,MXD SP,RAW"
0,"SHEEPSHEAD,RAW","WHITING,MIXED SPECIES,RAW"
2,"SHEEPSHEAD,RAW","BASS,FRSH H2O,MXD SP,RAW"
1,"SHEEPSHEAD,CKD,DRY HEAT","WHITING,MIXED SPECIES,RAW"
3,"SHEEPSHEAD,CKD,DRY HEAT","SHEEPSHEAD,RAW"
0,"SMELT,RAINBOW,RAW","CATFISH,CHANNEL,WILD,RAW"
1,"SMELT,RAINBOW,RAW","GROUPER,MIXED SPECIES,RAW"
0,"SNAPPER,MIXED SPECIES,RAW","ROUGHY,ORANGE,RAW"
3,"SNAPPER,MIXED SPECIES,RAW","TILEFISH,RAW"
0,"SPOT,RAW","ROUGHY,ORANGE,RAW"
5,"SPOT,RAW","SHARK,MIXED SPECIES,RAW"
1,"STURGEON,MXD SP,RAW","TILEFISH,COOKED,DRY HEAT"
2,"STURGEON,MXD SP,RAW","SHARK,MIXED SPECIES,RAW"
2,"SUCKER,WHITE,RAW","WOLFFISH,ATLANTIC,RAW"
5,"SUCKER,WHITE,RAW","SALMON,ATLANTIC,WILD,RAW"
1,"SUNFISH,PUMPKIN SEED,RAW","TILEFISH,RAW"
2,"SUNFISH,PUMPKIN SEED,RAW","SHARK,MIXED SPECIES,RAW"
0,"SWORDFISH,RAW","GROUPER,MIXED SPECIES,RAW"
1,"SWORDFISH,RAW","CATFISH,CHANNEL,WILD,RAW"
0,"SWORDFISH,COOKED,DRY HEAT","SHEEPSHEAD,CKD,DRY HEAT"
9,"SWORDFISH,COOKED,DRY HEAT","ROUGHY,ORANGE,RAW"
0,"TILEFISH,RAW","PIKE,NORTHERN,RAW"
2,"TILEFISH,RAW","SNAPPER,MIXED SPECIES,RAW"
1,"TILEFISH,COOKED,DRY HEAT","STURGEON,MXD SP,RAW"
5,"TILEFISH,COOKED,DRY HEAT","SUNFISH,PUMPKIN SEED,RAW"
0,"TROUT,MIXED SPECIES,RAW","ROUGHY,ORANGE,RAW"
1,"TROUT,MIXED SPECIES,RAW","SNAPPER,MIXED SPECIES,RAW"
0,"WHITEFISH,MXD SP,RAW","WHITING,MIXED SPECIES,RAW"
3,"WHITEFISH,MXD SP,RAW","SALMON,ATLANTIC,WILD,RAW"
0,"WHITING,MIXED SPECIES,RAW","SHEEPSHEAD,RAW"
2,"WHITING,MIXED SPECIES,RAW","SHEEPSHEAD,CKD,DRY HEAT"
2,"WOLFFISH,ATLANTIC,RAW","ROCKFISH,PACIFIC,MXD SP,RAW"
4,"WOLFFISH,ATLANTIC,RAW","MONKFISH,RAW"
0,"YELLOWTAIL,MXD SP,RAW","SUCKER,WHITE,RAW"
3,"YELLOWTAIL,MXD SP,RAW","WHITING,MIXED SPECIES,RAW"
5,"LOBSTER,NORTHERN,RAW","SHEEPSHEAD,RAW"
6,"LOBSTER,NORTHERN,RAW","OYSTER,PACIFIC,RAW"
3,"SHRIMP,MIXED SPECIES,RAW","CRAB,DUNGENESS,RAW"
4,"SHRIMP,MIXED SPECIES,RAW","WHELK,UNSPECIFIED,RAW"
0,"CLAM,MIXED SPECIES,RAW","OYSTER,EASTERN,WILD,RAW"
1,"CLAM,MIXED SPECIES,RAW","SCALLOP,MIXED SPECIES,RAW"
1,"CUTTLEFISH,MXD SP,RAW","ABALONE,MIXED SPECIES,RAW"
3,"CUTTLEFISH,MXD SP,RAW","CRAYFISH,MXD SP,WILD,RAW"
0,"BEANS,FRENCH,MATURE SEEDS,RAW","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW"
3,"BEANS,FRENCH,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW"
1,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
2,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW"
2,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
4,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW","BEANS,FRENCH,MATURE SEEDS,RAW"
0,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW"
1,"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW"
2,"HYACINTH BNS,MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW"
4,"HYACINTH BNS,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
0,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
1,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW"
0,"LUPINS,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
1,"LUPINS,MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW"
0,"MOTHBEANS,MATURE SEEDS,RAW","BEANS,BLACK,MATURE SEEDS,RAW"
2,"MOTHBEANS,MATURE SEEDS,RAW","CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW"
0,"MUNG BNS,MATURE SEEDS,RAW","BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW"
1,"MUNG BNS,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW"
1,"MUNGO BNS,MATURE SEEDS,RAW","PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
3,"MUNGO BNS,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW"
0,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW","HYACINTH BNS,MATURE SEEDS,RAW"
1,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW"
1,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW","MUNGO BNS,MATURE SEEDS,RAW"
5,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW","BEANS,GREAT NORTHERN,MATURE SEEDS,RAW"
0,"SOYBEANS,MATURE SEEDS,RAW","TOFU,FRIED,PREP W/CA SULFATE"
9,"SOYBEANS,MATURE SEEDS,RAW","BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW"
1,"TOFU,FRIED","TOFU,RAW,REG,PREP W/CA SULFATE"
4,"TOFU,FRIED","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
1,OKARA,"TOFU,FRIED"
8,OKARA,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW"
0,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE"
3,"TOFU,SALTED&FERMENTED (FUYU)","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
7,"PACE,TRADITIONAL REFRIED BNS","WORTHINGTON PRIME STAKES,CND,UNPREP"
8,"PACE,TRADITIONAL REFRIED BNS","YARDLONG BNS,MATURE SEEDS,CKD,BLD,W/ SALT"
7,"VITASOY USA,VITASOY ORGANIC CLASSIC ORIGINAL SOYMILK","BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT"
8,"VITASOY USA,VITASOY ORGANIC CLASSIC ORIGINAL SOYMILK","SOY FLOUR,FULL-FAT,RAW"
0,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D","SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D"
8,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D","WORTHINGTON FOODS,MORNINGSTAR FARMS BETTER'N BURGERS,FRZ"
2,"SILK LT PLN,SOYMILK","SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT"
9,"SILK LT PLN,SOYMILK","PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT"
2,"SILK PLUS FIBER,SOYMILK","BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT"
9,"SILK PLUS FIBER,SOYMILK","BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT"
5,SILK STRAWBERRY SOY YOGURT,"CHICKEN,MEATLESS"
8,SILK STRAWBERRY SOY YOGURT,"BEANS,PINTO,MATURE SEEDS,RAW"
0,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT","HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT"
5,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT","BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT"
4,"TOFU,RAW,FIRM,PREP W/CA SULFATE","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
6,"TOFU,RAW,FIRM,PREP W/CA SULFATE","BEANS,FRENCH,MATURE SEEDS,RAW"
0,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","TOFU,FRIED"
2,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE","TOFU,RAW,REG,PREP W/CA SULFATE"
0,"TOFU,FRIED,PREP W/CA SULFATE","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
3,"TOFU,FRIED,PREP W/CA SULFATE","TOFU,RAW,REG,PREP W/CA SULFATE"
0,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FRIED,PREP W/CA SULFATE"
1,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE","TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)"
1,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP","MORI-NU,TOFU,SILKEN,LITE FIRM"
5,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP","BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW"
8,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW"
9,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD","GAME MEAT,MUSKRAT,RAW"
1,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,RAW","LAMB,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD"
9,"LAMB,NZ,IMP,SQUARE-CUT SHLDR,LN & FAT,RAW","LAMB,NZ,IMP,RACK - FULLY FRENCHED,LN & FAT,CKD,FAST RSTD"
2,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","LAMB,DOM,FORESHANK,LN&FAT,1/8""FAT,CKD,BRSD"
9,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD","VEAL,SHLDR,BLADE CHOP,LN & FAT,RAW"
0,"VEAL,COMP OF RTL CUTS,LN&FAT,CKD","VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED"
4,"VEAL,COMP OF RTL CUTS,LN&FAT,CKD","LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD"
1,"VEAL,AUSTRALIAN,FAT,RAW","LAMB,DOM,LEG,SIRLOIN HALF,LN&FAT,1/8""FAT,CHOIC,CKD,RSTD"
2,"VEAL,AUSTRALIAN,FAT,RAW","VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW"
1,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW","GAME MEAT,MUSKRAT,RAW"
3,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD"
2,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD"
9,"LAMB,DOM,RIB,LN&FAT,1/8""FAT,CHOIC,RAW","VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW"
0,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD"
6,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,RAW"
1,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CHOIC,RAW"
6,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/8""FAT,CHOIC,RAW","LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4""FAT,CKD,BRLD"
5,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","LAMB,NZ,IMP,NETTED SHLDR,ROLLED,BNLESS,LN,CKD,SLOW RSTD"
9,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","GAME MEAT,DEER,TOP RND,LN,1"" STEAK,CKD,BRLD"
0,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,CKD,RSTD","LAMB,NZ,IMP,FORE-SHANK,LN,CKD,BRSD"
1,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,1/8""FAT,CKD,RSTD","GAME MEAT,RABBIT,WILD,CKD,STWD"
1,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,CKD","LAMB,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD"
4,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,CKD","VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD"
3,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,RAW","VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW"
9,"LAMB,AUS,IMP,FRSH,LEG,SHANK HALF,LN&FAT,1/8""FAT,RAW","GAME MEAT,BISON,RIBEYE,LN,0""FAT,RAW"
6,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHPS,BNLESS,LN&FT,1/8""FT,CKD,BRLD","VEAL,SIRLOIN,LN&FAT,CKD,BRSD"
7,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHPS,BNLESS,LN&FT,1/8""FT,CKD,BRLD","LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,CKD,BRLD"
2,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","VEAL,SHANK,LN & FAT,RAW"
3,"LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,CKD,BRLD","GAME MEAT,CARIBOU,CKD,RSTD"
5,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD","VEAL,SIRLOIN,LN,CKD,BRSD"
7,"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD","GAME MEAT,BISON,GROUND,CKD,PAN-BROILED"
